Source String,Target String,Predicted String
raalekapoyinatlu,రాలేకపోయినట్లు,రాలేకపోయినట్లు
viraalaalu,విరాళాలు,విరాలాలు
raman,రామన్,రామా్
dearborn,డియర్బార్న్,డిర్బరర్న్
icchaapuram,ఇచ్ఛాపురం,ఇచ్చాపురం
panjaab,పంజాబ్,పంజాబ్
pereddy,పెరెడ్డి,పెరెడ్డి
varma,వర్మ,వర్మా
rajkot,రాజ్కోట్,రాజ్కోట్
gangtok,గ్యాంగ్టోక్,గాగ్గట్క్
raayitho,రాయితో,రాయితో
siel,సీల్,సీల్ల్
redmond,రెడ్మొండ్,రిడ్మాండ్
shores,షోరేస్,షోర్స్
maggutunna,మగ్గుతున్న,మగ్గుతున్న
naatadam,నాటడం,నాటడం
dundagulu,దుండగులు,దుండగులు
chendhadamtoo,చెందడంతో,చెంధడంతో
paryavekshinchaaru,పర్యవేక్షించారు,పర్యవేక్షించారు
varanasi,వారణాసి,వరణసి
pooshinchinadi,పోషించినది,పోషించినది
theejasvini,తేజస్విని,తీజస్విని
yaantrikamiena,యాంత్రికమైన,యాంత్రికమైన
anuvadistunnadi,అనువదిస్తున్నది,అనువదిస్తున్నది
kutra,కుట్ర,కుత్ర
avabhruda,అవభృద,అవభృదు
istunnaamani,ఇస్తున్నామని,ఇస్తున్నామని
dheshaabhivruddhiki,దేశాభివృద్ధికి,ధేశాభివృద్ధికి
bhujampai,భుజంపై,భుజంపై
nowgong,నౌగొంగ్,నోగోంగ్
kareres,కరేరేస్,కారరర్స్
cerebra,సెరెబ్రా,సెరబబ్రా
dhivyamaina,దివ్యమైన,ధివ్యమైన
mandalamu,మండలము,మండలము
draupathi,ద్రౌపతి,ద్రౌపతి
pottakooti,పొట్టకూటి,పొత్తకూటి
brownsville,బ్రౌన్స్విల్లే,బ్రావ్స్విల్ల్
kamaneeyamga,కమనీయంగా,కమనీయంగగా
santa,శాంటా,సంత
dhaanyam,ధాన్యం,ధాన్యం
ink,ఇంక్,ఇంక్
lynchburg,లించ్బర్గ్,లిం్బరర్గ్
thaalib,తాలిబ్,థాలిబ్
fleming,ఫ్లెమింగ్,ఫ్లెమింగ్
bindal,బిండల్,బిండలల్
shmashaanavaatika,శ్మశానవాటిక,శ్మశానవాతిక
rasheed,రషీద్,రాీద్
thaagimdi,తాగింది,తాగింది
seattle,సియటెల్,సీట్ట్ల
khaidi,ఖైదీ,ఖైది
panchatantra,పంచతంత్ర,పంచటంత్ర
kirthini,కీర్తిని,కిర్థిని
vidvaansudu,విద్వాంసుడు,విద్వాన్సుడు
chendadamtho,చెందడంతో,చెందడంతో
centennial,సెంటేనియల్,సెంటన్నియయ్
agarawal,అగర్వాల్,ఆగరవావ్
whittier,వైట్టియర్,విట్టీయర్
priya,ప్రియ,ప్రియ
alayalu,ఆలయాలు,అలయాు
priyadarshini,ప్రియదర్శిని,ప్రియదర్శిని
zanet,జానెట్,జానత్్
indianapolis,ఇండియానాపోలిస్,ఇండియానాలిిస్్
anivaaryamgaa,అనివార్యంగా,అనివార్యంగా
agency,ఏజన్సీ,అజెన్సీ
prakatanalanu,ప్రకటనలను,ప్రకటనలను
mahapanditudu,మహాపండితుడు,మహాపండితుడు
laeraa,లేరా,లేరా
hajipur,హజిపుర్,హజీపుర్
daantopaatu,దాంతోపాటు,దాంతోపాటు
ganistharu,గణిస్తారు,గణిస్తరు
merlinch,మెర్లించ్,మెర్లించ్
naadir,నాదిర్,నాదిర్
bodhimchindi,బోధించింది,బోధించింది
aalayyalu,ఆలయాలు,ఆలయ్యలు
juarez,జ్వారెజ్,జురరర్
khatri,ఖత్రి,ఖాత్రి
pittsburgh,పిట్స్బర్గ్,పిట్ట్స్బర్గ్
mogistunnaamani,మోగిస్తున్నామని,మొగిస్తున్నామని
le,లే,లే
kotturu,కొత్తూరు,కొత్తురు
jeyuduyurugaata,జేయుదురుగాత,జేయుడుయురుగాత
karbonetlu,కార్బోనేటులు,కర్్బోనెట్లు
coachella,కోచెల్లా,కాచెల్ల
mooseeki,మూసీకి,మూసీకి
opikagaa,ఓపికగా,ఒపికగా
jauhari,జౌహరి,జౌహరి
kettering,కెట్టెరింగ్,కెట్టరింగ్
mandhugaa,మందుగా,మంధుగా
togooru,తోగూరు,తోగూరు
moreno,మోరెనో,మోరేనో
jaat,జాట్,జాత్
keizer,కైజర్,కీజర్్
mayur,మయూర్,మయూరర్
spandinchaadu,స్పందించాడు,స్పందించాడు
maroka,మరోక,మరోక
mundhumaatalo,ముందుమాటలో,ముంధుమాతలో
kuuragayalanu,కూరగాయలను,కూరగయలను
yuvatanu,యువతను,యువతను
praarambhinchandi,ప్రారంభించండి,ప్రారంభించండి
saralamga,సరళంగా,సరలంగగా
nootilo,నూతిలో,నూటిలో
mahajan,మహాజన్,మహాజన్
baajee,బాజీ,బాజీ
puttabotunnadanatu,పుట్టబోతున్నాడంటూ,పుట్టబోతున్నాడనటు
renewables,రెన్వేబుల్స్,రిన్వాబ్ల్స్
yuvatha,యువత,యువత
vijayaalatho,విజయాలతో,విజయాలతో
starayid,స్టెరాయిడ్,స్టారాయిద్
bedford,బెడ్ఫోర్డ్,బెడ్ఫార్డ్
nirvahinchalekapotondi,నిర్వహించలేకపోతోంది,నిర్వహించలేకపోతోంది
bedhirinattugaa,బెదిరినట్టుగా,బేధిరినట్టుగా
park,పార్క్,పార్క్
cheppavacchu,చెప్పవచ్చు,చెప్పవచ్చు
taagadaaniki,తాగడానికి,తాగడానికి
rajyaniki,రాజ్యానికి,రాజ్యానికి
varnamaala,వర్ణమాల,వర్ణమాల
kavarla,కవర్ల,కారా్ల
vyaktule,వ్యక్తులే,వ్యక్తులే
patishthamaina,పటిష్ఠమైన,పటిష్థమైన
controls,కంట్రోల్స్,కాట్రలల్స్
roganni,రోగాన్ని,రోగన్ని
vaayuvula,వాయువుల,వాయువుల
bomma,బొమ్మ,బొమ్మ
vaartathoo,వార్తతో,వార్తతో
bhadauriya,భదౌరియా,భదౌరియ
hodges,హోడ్జ్స్,హోడ్జెస్
lepinchaadu,లేపించాడు,లేపించాడు
bhagaswamulaku,భాగస్వాములకు,భగగస్వామలలకు
cheppalekapoyaaru,చెప్పలేకపోయారు,చెప్పలేకపోయారు
cheyuchu,చేయుచు,చేయుచు
miramar,మిఱమాఱ్,మిరామర్
vaasudhevaraavu,వాసుదేవరావు,వాసుధేవరావు
dharanu,ధరను,ధరణు
kaastunnattundi,కాస్తున్నట్టుంది,కాస్తున్నట్టుంది
ganapathy,గణపతి,గణపత్
raangaguvaa,రాంగగువా,రాంగగువా
ketuvaa,కేతువా,కేతువా
uuhaatmaka,ఊహాత్మక,ఊహాత్మక
praadhamikamgaa,ప్రాథమికంగా,ప్రాధమికంగా
